task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
193	a6/27eaf9	2911733	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-18 18:03:08.048	582ms	0ms	87.9%	3.2 MB	6.8 MB	120.7 KB	3.7 KB
185	de/0467f4	2907215	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2023-10-18 18:03:05.163	20.4s	18s	99.9%	43.5 MB	55.3 MB	561 MB	526.6 MB
191	6a/ebb368	2935953	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (SRR13500958.consensus.fa)	COMPLETED	0	2023-10-18 18:03:25.572	5.9s	5s	104.1%	385 MB	1.5 GB	23.1 MB	2.6 MB
192	87/061bbb	2944152	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5743893.consensus.fa)	COMPLETED	0	2023-10-18 18:03:31.436	5.5s	4s	108.1%	394.2 MB	1.5 GB	23.1 MB	2.6 MB
190	ef/bea4f5	2949937	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5181310)	COMPLETED	0	2023-10-18 18:03:36.966	1.4s	1s	132.5%	5.4 MB	10.8 MB	17 MB	36.9 KB
172	e5/bf25e8	2951770	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5743893)	COMPLETED	0	2023-10-18 18:03:38.398	1.3s	1s	135.5%	3.2 MB	9.4 MB	17 MB	29.4 KB
160	ff/3904e7	2953351	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SRR13500958)	COMPLETED	0	2023-10-18 18:03:39.731	1.4s	1s	126.5%	5.4 MB	10.8 MB	17 MB	19.5 KB
144	4b/85ed6b	2955434	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5556343)	COMPLETED	0	2023-10-18 18:03:41.148	1.3s	1s	134.7%	3.1 MB	9.4 MB	17 MB	33.6 KB
154	36/28e024	2957293	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5405022)	COMPLETED	0	2023-10-18 18:03:42.459	1.4s	1s	131.8%	9.3 MB	21.5 MB	17 MB	34.7 KB
194	1e/804b42	2959732	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2023-10-18 18:03:43.874	1.4s	0ms	104.8%	2.9 MB	13.4 MB	92.7 KB	499 B
196	dc/527c7c	2961786	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2023-10-18 18:03:45.294	1.4s	0ms	101.1%	2.8 MB	13.4 MB	106.3 KB	30.1 KB
197	fe/35ec11	2963687	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_CONSENSUS (ERR5181310)	COMPLETED	0	2023-10-18 18:03:46.669	463ms	1s	100.6%	3.4 MB	7.8 MB	177.6 KB	89.9 KB
198	1a/d35429	2964573	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:RENAME_FASTA_HEADER (ERR5181310)	COMPLETED	0	2023-10-18 18:03:47.280	329ms	11ms	45.1%	0	0	149.5 KB	31.1 KB
199	9f/6fa2bd	2965081	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:PLOT_BASE_DENSITY (ERR5181310.consensus.fa)	COMPLETED	0	2023-10-18 18:03:47.618	5.7s	5s	105.5%	387.7 MB	1.5 GB	23.1 MB	2.6 MB
200	44/9c2218	2971862	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:CONSENSUS_QC:QUAST	COMPLETED	0	2023-10-18 18:03:53.294	9.1s	8.3s	170.6%	549.6 MB	7.8 GB	194 MB	8.2 MB
181	fd/30dc11	2901734	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5181310)	COMPLETED	0	2023-10-18 18:03:00.911	2m 49s	2m 48s	115.6%	1.3 GB	6.7 GB	2.9 GB	237.1 MB
195	cb/3c1b5b	3129485	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2023-10-18 18:06:02.004	4s	3s	104.9%	87.5 MB	1.2 GB	27.5 MB	50.9 KB
201	d0/43aa14	3186950	NFCORE_VIRALRECON:ILLUMINA:CUSTOM_DUMPSOFTWAREVERSIONS (1)	COMPLETED	0	2023-10-18 18:06:51.799	478ms	153ms	92.5%	4 KB	5.9 MB	1023.7 KB	9.2 KB
202	46/396dae	3188011	NFCORE_VIRALRECON:ILLUMINA:MULTIQC (1)	COMPLETED	0	2023-10-18 18:06:52.360	20.7s	20.3s	90.9%	154.9 MB	1.2 GB	110.1 MB	37.4 MB
